Uniprot	Genename
C1BHQ0	RL36
A0A060YXZ1	GSONMT00023659001
A0A1S3LD02	LOC106565596
A0A060Z9I8	LOC110536252
A0A060X6I3	GSONMT00009853001
A0A060XMT9	GSONMT00034820001
A0A060X0N4	GSONMT00054068001
A0A060YL72	GSONMT00018566001
A0A1S3PDW1	ano5
A0A060YYS8	GSONMT00049812001
A0A060W321	LOC110491414
B5X695	ST2S2
C1BHK2	SMD2
A0A1S3MXN1	LOC106575822
A0A1S3S9G6	LOC106607970
A0A1S3S1Z0	LOC106606558
A0A1S3PJ39	pcsk5
C1BG82	UBC9
A0A1S3QN89	LOC106594657
A0A060VSY8	GSONMT00076252001
A0A060VRU6	GSONMT00073297001
A0A1S3N8S1	LOC106577684
W5S0I8	LOC106569175
A0A060Y314	GSONMT00010314001
A0A060YC42	GSONMT00028312001
C0HBN3	TWF1
B5X8M1	PRS10
C0H8K5	METK1
A0A060Y9P2	mat2b
A0A060XT74	GSONMT00062478001
A0A060XFE1	GSONMT00003999001
A0A060YGG2	LOC110524484
B5XD44	CDC42
A0A1S3SJL1	LOC106609974
A0A060WHN1	nme3
A0A1S3MGH4	cpsf3l
A0A060X8M1	GSONMT00017042001
A0A060YHU0	LOC110525202
A0A060XPE9	GSONMT00032844001
A0A1S3MIC0	LOC106572888
C1BFM5	GSTO1
A0A1S3RC71	hsd3b7
A0A060X514	GSONMT00005723001
A0A1S3P7C9	LOC100380867
A0A060WC08	LOC110537531
A0A060Y442	GSONMT00046738001
A0A060VZA5	GSONMT00081655001
A0A060YF41	GSONMT00044153001
A0A1S3S977	fdft1
A0A060XRN1	GSONMT00008797001
Q6IEJ0	RTN9
A0A060X3Q6	GSONMT00018226001
A0A1S3P376	LOC106582961
A0A1S3PHA2	LOC106585415
A0A1S3S7N8	LOC100380636
A0A1S3QSN5	LOC106595560
Q1M196	edf1
A0A060Y535	GSONMT00004158001
A0A1S3NQJ6	LOC106580786
A0A060XR69	GSONMT00023818001
A0A1S3NKE9	atp2a2
B5XGT4	FKB11
A0A060WHH8	GSONMT00075425001
A0A060Y864	GSONMT00034711001
A0A1S3KM32	sf3b3
A0A1S3P3I7	LOC106582981
A0A060XSM0	GSONMT00030121001
A0A060WWK2	GSONMT00025919001
B5DGE7	bhmt
B5XG83	EIF3K
A0A1S3KNY4	LOC106561021
A0A1S3PEV6	LOC106585012
A0A1S3PDS6	LOC106584640
A0A060YUM7	GSONMT00039949001
A0A060XSB4	LOC100136296
A0A060Y8F0	GSONMT00057489001
A0A060X1B9	GSONMT00027276001
A0A1S3KW45	LOC100380768
A0A060XT34	GSONMT00011842001
A0A060Y6V4	LOC110495724
A0A1S3NJE8	dnm1l
A0A060XLB4	GSONMT00062421001
A0A060XA64	GSONMT00050699001
A0A1S2X0R2	tgfbi
A0A060XJ98	GSONMT00044922001
A0A1S3LZG0	LOC100194734
A0A1S3QF15	LOC106591329
A0A1S3QXY5	LOC106598444
C1BH85	THIO
Q98992	LOC100136587
A0A1S3P9S8	LOC106584059
A0A060VZ90	GSONMT00077452001
A0A1S3RI22	fhl1
C0H894	SODM
A0A1S3M4E5	rpl12
A0A060WEQ2	GSONMT00068281001
A0A060XIP9	GSONMT00034732001
A0A060W9V0	LOC110502707
A0A1S3SR49	chp1
A0A060X446	GSONMT00052560001
A0A060ZCF2	GSONMT00037095001
Q0H929	nup93
C1BHY6	CX6A1
A0A060XU36	DHRS9
B5X4M2	TCPQ
A0A060WKM1	LOC110496142
A0A1S3L3T5	LOC106564132
A0A1S3L554	LOC106564156
A0A1S3M7K7	LOC106571044
A0A060VPT7	pgm3
A0A1S3MMS2	LOC106573659
A1ED59	MAPK
A0A060W3M7	GSONMT00065546001
A0A060VZ45	GSONMT00081060001
B9ELT7	DHR13
A0A060X397	GSONMT00063100001
C0H7P0	RL14
B5DH05	vdac2
B5X1W0	FA49B
A0A060YFL6	GSONMT00044106001
A0A1S3MYQ2	mov10
A0A060WXD6	GSONMT00027685001
B5X2A6	UCHL5
A0A1S3KJT2	ddah1
A0A060WVU6	GSONMT00054635001
A0A060YCP2	GSONMT00030858001
A0A060W1N4	GSONMT00064360001
A0A060WFD5	GSONMT00074203001
B9ENE7	magoh
A0A060WHN3	tsfm
A0A1S3P0L9	LOC106582524
A0A1S3MT28	LOC106574813
A0A060XUM9	GSONMT00000935001
B5XG99	NDUS3
A0A060YNN3	GSONMT00007186001
C0H976	IMDH1
A0A060XXQ1	comd5
A0A1S3NMW9	LOC106580353
A0A060YEE6	GSONMT00062891001
B5DGY9	LOC106609995
A0A060YS54	GSONMT00058238001
A0A060VUW5	GSONMT00078402001
A0A1S3QMA1	LOC106594019
A0A060XKL7	dhrs1
A0A060WQL2	LOC110530568
A0A1S3QGI2	LOC106591811
A0A060YJN5	GSONMT00034197001
A0A060WSH3	GSONMT00022617001
A0A060WW90	GSONMT00017587001
A0A060ZDP9	GSONMT00041498001
A0A060WFN1	LOC110535746
Q0ZBR8	MIF
A0A1S3L5Q9	rssa
A0A060XDI6	LOC110499176
A0A1S3LFB5	LOC106566276
A0A060XII1	LOC110500004
A0A060VN33	GSONMT00078859001
A0A1S3NYY2	LOC106582237
A0A1S3SCL6	LOC106608583
A0A060YK72	GSONMT00006563001
A0A060XI18	GSONMT00015328001
A0A060XTQ5	GSONMT00046888001
A0A1S3P8Z9	LOC106583904
A0A060YQF8	GSONMT00013410001
A0A1S3PR60	LOC106586904
A0A060YD64	GSONMT00035907001
A0A060VYQ5	LOC110492104
A0A060XWN2	GSONMT00017419001
B5X2H8	COPD
A0A1S3S2M1	LOC106606575
A0A060YCM0	GSONMT00033704001
A0A060Z016	GSONMT00015017001
A0A060XLM6	GSONMT00047641001
A0A1S3MW39	LOC106575419
A0A060W2P0	GSONMT00065431001
A0A1S3NP20	LOC106580396
A0A1S3KLX2	LOC106560707
A0A060YNX8	LOC110509608
B5X5I8	PROF2
A0A060Y2S3	LOC110535445
A0A060XF18	GSONMT00054042001
A0A060WQQ5	aifm1
A0A1S3Q684	LOC106589443
A0A060XAE5	GSONMT00063041001
A0A1S3T350	bckdha
A0A060W1T3	GSONMT00064453001
B5X292	NDRG1
A0A1S3RE23	uso1
A0A1S3LYL2	LOC106569255
A0A060WMF8	mthfd1
A0A060VRK8	hsdl1
A0A060WCI5	GSONMT00066783001
A0A1S3QS03	LOC106595636
A0A060XJX3	GSONMT00017339001
A0A1S3KL93	lonp1
A0A060W8X0	GSONMT00064347001
A0A1S3SGM1	LOC106609325
A0A060X9L1	POR
A0A060Z2E1	GSONMT00050436001
A0A060YVP3	sod1
A0A060X9A4	LOC110489569
A0A1S3PVW4	LOC106587467
A0A060W6Q6	GSONMT00067709001
A0A1S3L6E3	LOC106564479
A0A060WXW6	GSONMT00013312001
A0A060VMQ9	LOC110497793
A0A1S3R7N0	nudt9
A0A060XLH4	GSONMT00008031001
A0A060VY01	LOC110526223
A0A1S3LHA5	LOC106566636
A0A1S3S6V5	LOC106607556
A0A060Y9J1	GSONMT00020042001
A0A060YVY0	GSONMT00058949001
A0A1S3MB69	LOC106571580
A0A1S3SBP1	iyd
A0A1S3NZW2	LOC106582376
A0A1S3KNY7	chkb
A0A1S3MK88	vac14
A0A060Y3P7	LOC110526592
A0A060XUL3	GSONMT00007945001
A0A060YHS6	GSONMT00041672001
A0A1S3MH62	myl6b
A0A1S3T604	LOC106613859
A0A1S3KMA1	fa2h
A0A1S3T1Y0	LOC106613145
A0A060WR48	aadat
A0A060WND7	GSONMT00038750001
A0A1S3MZ36	LOC106576041
A0A1S3M2H5	pex11b
A0A060YIV6	GSONMT00009460001
A0A1S3LIJ6	LOC106566835
A0A060WXD9	fdxr
B5X2I1	GABT
A0A1S3KMF4	chmp1a
A0A060YYL3	GSONMT00005744001
A0A060XC63	GSONMT00052588001
A0A1S3RUD2	mecr
A0A1S3SQX3	dync1h1
C0H9D6	SF3A2
A0A060Y248	LOC110504547
A0A1S3MHD1	LOC106572714
A0A1S3PJD0	LOC106585705
A0A1S3N8F3	LOC106577770
A0A060VXN3	GSONMT00080440001
A0A060Y8H8	GSONMT00050740001
A0A1S3L0R6	LOC106563461
C1BG41	MLRN
A0A1S3RCV1	LOC106602032
A0A060WCW2	GSONMT00072632001
A0A1S3N1G0	snd1
B5X1N5	DNJC7
A0A1S3LTA9	LOC106568426
A0A1S3QJR9	LOC106593214
A0A1S3RIJ9	LOC106603065
A0A1S3L514	LOC106564349
B5X3R1	SNX2
A0A060WJ75	LOC110493730
A0A060W420	LOC110491079
A0A1S3RVD9	LOC106605302
A0A1S3LIV7	LOC106566691
B5X3C8	THIM
A0A060XWZ8	GSONMT00050264001
A0A060WTV8	GSONMT00063650001
A0A060YKT0	GSONMT00039369001
A0A1S3QM99	LOC106594347
A0A060XZJ4	GSONMT00045283001
B5XA58	UK114
A0A1S3MPZ5	slc30a7
A0A060WA84	LOC110534276
A0A1S3QRN2	LOC106595825
A0A060WTX5	LOC110505539
B5X9H6	NDUB6
Q3KUR8	tlr3
Q9PT36	LOC100135879
A0A060VXB8	GSONMT00080253001
A0A060XR57	GSONMT00056389001
A0A060WB98	LOC110490192
B5X2C9	LEG9
A0A060W1P0	GSONMT00064648001
B5XCJ3	NDUAA
A0A1S3RH36	LOC106603001
A0A1S3N6A6	LOC106577478
A0A060YJJ4	LOC110528907
A0A060X212	GSONMT00011651001
A0A1S3QZW7	LOC106599112
A0A1S3LLE3	LOC106567206
A0A1S3RQ18	LOC106604359
A0A060XG86	LOC110509549
A0A060WY07	GSONMT00060618001
A0A060X964	GSONMT00011987001
A0A060YW69	hsd17b4
B5DFU2	hprt1
A0A1S3MIW8	LOC106572961
A0A1S3L4Q1	LOC106564234
A0A060XSQ2	LOC110530829
W5S4C9	LOC110536211
A0A060XDN9	GSONMT00018534001
A0A060Z683	GSONMT00030744001
C0HBC4	MYEF2
A0A1S3MEZ9	acot7
A0A060Y5B6	GSONMT00025234001
A0A060YJX0	GSONMT00056126001
A0A1S3SS50	if4e
A0A060WD96	GSONMT00072631001
C0H9H1	PYGB
A0A1S3MA66	LOC106571371
A0A1S3LWB3	LOC106568765
B5X4H5	LASS2
A0A1S3Q8S9	LOC106590186
A8QKW3	LOC100136508
A0A060Y4G5	GSONMT00046981001
A0A1S3PS03	LOC106587062
A0A1S3RHH5	LOC106603064
A0A1S3SMR9	LOC100286553
A0A1S3LV83	LOC106568707
A0A1S3KZD2	LOC106563223
A0A060YY24	LOC110499892
A0A060Z104	GSONMT00021661001
B9EP59	GMFB
A0A1S3LRH6	LOC106568073
A0A060X362	GSONMT00054634001
B5DG66	echs1
A0A060VXN8	GSONMT00080158001
B5X6M7	THIO
A0A060VUQ8	LOC110491567
A0A060Y8X7	LOC110499517
A0A1S3PT89	LOC106587214
C8Z289	sdf2L
A0A060YSG6	GSONMT00032544001
A0A060Y500	GSONMT00057526001
A0A060W0E6	LOC110502854
A0A060VR56	GSONMT00071029001
A0A060XFH9	GSONMT00016097001
B5X397	GRP78
A0A060X609	GSONMT00035994001
A0A1S3M4T1	LOC106570422
A0A060Y5T9	GSONMT00022832001
A0A1S3Q7I1	LOC106589958
A0A1S3RB02	aqr
A0A060X685	GSONMT00041058001
A0A1S3P123	LOC106582630
A0A1S3L7E3	LOC100380782
B5X1W2	EF2
B5X5Y4	NOLA3
B5DG90	rab2a
A0A060XH13	GSONMT00053107001
A7KIJ0	HSD17B8
B9ENY1	RUXF
A0A060XJH0	GSONMT00019549001
B5X959	PSA1
A0A1S3QHM7	glo2
A0A1S3QLG9	LOC106593394
A0A060WEM7	GSONMT00068226001
A0A060WI11	GSONMT00070615001
Q9W6M4	LOC110528102
A0A060XHC4	hdac10
A0A060VND1	GSONMT00077914001
A0A1S3MLG4	rask
A0A1S3LQK2	LOC106567888
A0A1S3L971	LOC106565001
A0A060W4G2	LOC100136795
A0A060YKG2	GSONMT00036363001
A0A1S3M9M8	LOC106571391
B5X8U9	TPMT
P80426	tf1
A0A060WU48	GSONMT00041039001
A0A1S3NXD6	vwa8
A0A060X5P5	GSONMT00052205001
B5X8U2	WDR57
C1BEX5	COX6C
A0A060YK96	GSONMT00040454001
A0A060Y4N9	LOC110537006
A0A060XM23	GSONMT00036576001
C1BHI8	UBIM
A0A1S3NYV7	LOC106582230
A0A1S3PAL1	LOC106584198
A0A1S3LHQ2	LOC106566652
A0A1S3N8U2	LOC106577952
A0A060XJE0	GSONMT00016236001
A0A060WVB2	LOC110509843
A0A060XW64	GSONMT00015078001
A0A1S3ST76	LOC106611643
A0A060XZ56	GSONMT00001726001
A0A1S3MVH4	LOC106575246
Q98TT1	LOC100135953
A0A1S3QD58	LOC106590724
A0A060WB99	GSONMT00065953001
A0A060WFM3	GSONMT00074699001
A0A1S3PSC8	pepe
A0A1S3NS76	tmm49
A0A1S3LZT0	LOC106569494
B5X499	SEPT2
A0A060WTI2	mcm7
A0A060WT29	GSONMT00006083001
A0A060WXK2	GSONMT00028285001
A0A1S3RL82	mog2a
C1BEY3	ASC
B5X227	UPP1
A0A060X8C3	GSONMT00047729001
A0A060Y332	LOC100305137
A0A060YLK4	GSONMT00041228001
A0A1S3LGR3	uba1
A0A1S3L238	LOC106563498
A0A1S3T533	LOC106613698
A0A060W762	GSONMT00067932001
B8YMU0	LOC100301659
B5X0T5	DHE3
A0A1S3T5J0	LOC106613775
A0A060VU61	nccrp1
A0A060X7Y5	GSONMT00040122001
A0A060Z7B2	GSONMT00015392001
A0A060WCQ1	GSONMT00072545001
A0A060Z6S9	GSONMT00051636001
A0A060Y8B5	GSONMT00050284001
A0A060YTX4	GSONMT00004464001
B5DGV5	RL21
A0A060VSP3	GSONMT00076275001
B5XDZ0	BT3L4
A0A1S3L0J8	LOC106563227
A0A1S3S973	LOC106607930
A0A1S3MQ75	psmd1
A0A060WIS9	GSONMT00071276001
A0A060XJK9	GSONMT00003481001
A0A060W2M8	GSONMT00065417001
A0A060Z4W3	GSONMT00056261001
B5DFX3	gnb2l1
A0A060Z556	GSONMT00055653001
A0A060Z9Y8	GSONMT00001738001
A0A1S3ST63	LOC106611598
A0A060WXM8	LOC110529753
A0A060VUU8	LOC100135937
A0A060Y244	GSONMT00038203001
B5XCP0	CBPB1
A0A060XZZ5	GSONMT00016113001
A0A1S3L7V7	LOC106565014
A0A1S3NBR9	cpne3
B5X3B2	apmap
A0A1S3Q7F5	LOC106589908
A0A1S3RK57	LOC106603279
A0A1S3PE35	eps8l2
A0A1S3KNF5	LOC106561094
B5X368	CDC73
B5XA24	NOLA1
A0A060XDJ5	GSONMT00027751001
A0A1S3P7I4	LOC106583613
C1BEL3	BOLA2
C0H9R4	FLOT1
B5X954	COPZ1
A0A060XLC4	GSONMT00035220001
A0A060X1R1	c4bp
A0A1S3L082	LOC106563393
A0A060ZRK3	GSONMT00026298001
A0A060WTG1	GSONMT00027279001
A0A060WCL4	GSONMT00072111001
A0A060YDC3	GSONMT00024360001
A0A1S3LEG0	LOC106566059
B5XFG2	ST2B1
B5X1S2	DNPEP
B5DFX7	hspa8
A0A1S3RPM4	LOC106603926
A0A060Y9S3	GSONMT00023854001
A0A060XLL1	GSONMT00020351001
B5X3M4	PARP2
A0A1S3PW38	LOC106587506
B5X2W3	MCM3
A0A1S3PEV1	LOC106585008
A0A060Z8C1	GSONMT00053566001
A0A060XIE9	GSONMT00038055001
A0A060Y9Y2	fbxo2
A0A060X3T0	GSONMT00012021001
B5X813	EXOS4
A0A1S3NDU7	mrpl38
A0A060WY77	GSONMT00028273001
A0A1S3LT24	LOC106568347
A0A1S3N5K1	pnpt1
B5X5B2	H2AX
A0A060X8M8	GSONMT00045931001
A0A060XVY0	GSONMT00033192001
A0A1S3QL12	LOC106593806
A0A1S3QK62	LOC106593341
A0A1S3S7A8	hdac2
A0A060XWZ1	GSONMT00025152001
C1BFX3	VATG1
A0A060VWB3	GSONMT00079507001
B9EQF6	THOC4
A0A060YH89	LOC110530588
A0A060Y3A8	GSONMT00015867001
B5X6I1	ATP5J
A0A060XUP0	GSONMT00035269001
A0A1S3NC11	cul2
A0A060Y1M5	GSONMT00048059001
A0A060X941	GSONMT00040605001
A0A1S3N864	LOC106577794
A0A060VM28	LOC100136077
A0A1S3LBJ0	LOC106565361
A0A1S3MU00	LOC106574970
A0A060WMU2	GSONMT00018297001
A0A1S3L689	LOC106564728
A0A060Y1Y5	GSONMT00005950001
A0A1S3T578	glrx3
A0A060WLN2	GSONMT00043171001
A0A060XN24	HINT1
A0A1S3PZ28	LOC106588213
B5XC09	NDUAB
A0A060YZ13	GSONMT00042906001
A0A060YRQ4	GSONMT00017648001
A0A1S3RW84	LOC106605416
A0A060XCL4	GSONMT00004292001
A0A060XTA5	GSONMT00038569001
A0A060Z9J8	GSONMT00020279001
A0A1S3PQK8	LOC106586788
A0A060YPS5	LOC110495904
B5DGE9	bysl
A0A060YQ81	GSONMT00032818001
A0A060WD26	GSONMT00072121001
A0A060Y0Z5	LOC110485403
B5X6V2	QCR7
A0A060VXR7	GSONMT00080291001
C1BGD9	COX7R
B5X9E9	REEP5
A0A060WDZ5	LOC110525811
A0A060X0A2	GSONMT00021826001
A0A1S3LYQ0	LOC106569325
A0A1S3Q5V3	LOC106589624
B5DG29	acadm
C1BFP4	MGST3
B5XEE5	RGN
A0A060X0E7	LOC110497488
C0H901	RAC2
B5DGK6	LOC106573170
A0A1S3LML5	LOC106567410
A0A1S3QGN2	LOC106592324
A0A060YZ76	GSONMT00027813001
A0A060YWB0	LOC110516444
A0A1S3RT99	LOC106604641
B5XG75	RL22
A0A1S3L5J9	LOC106564596
W5S4D9	psme1
A0A1S3RYU4	LOC106605645
B5DG46	stip1
W5S0F9	LOC110529770
A0A060WSG3	LOC110527506
B5X3D5	TMED9
A0A060WQX1	GSONMT00060048001
A0A060XZQ6	mob3
A0A060W7P2	LOC110488863
A0A1S3S2E4	LOC106606732
B5XAT1	FOLR1
A0A060XLJ2	LOC110495941
A0A060VN24	GSONMT00077916001
A0A1S3R0C9	LOC106599070
A0A1S3SCJ1	LOC100380644
A0A1S3RVK0	LOC106605337
A0A060WKL8	GSONMT00072628001
A0A060WGH9	GSONMT00075304001
A0A1S3SCN6	LOC106608593
A0A1S3R144	LOC106598936
A0A060X0C9	GSONMT00034073001
A0A060WZ12	GSONMT00024573001
A0A060X2S5	AARS
A0A060XUD1	GSONMT00041936001
A0A060YGX7	GSONMT00053786001
A0A1S3MWE2	LOC106575225
A0A060X1L9	GSONMT00059058001
A0A060Z946	GSONMT00028872001
A0A1S3PKN6	LOC106585804
B2CHA7	cytb
A0A060VRX3	GSONMT00073295001
A0A1S3T4Y7	LOC106613673
B5X326	PAIRB
B5DG94	ppia1
C1BG84	RTP3
A0A060XEP1	LOC110494452
A0A1S3LEF4	LOC106566056
A0A1S3Q4T8	LOC106589452
A0A060YJT1	GSONMT00063594001
B9EPL7	HMGB2
A0A1S3NZN9	hacd2
A0A060X7X5	LOC110490868
A0A060WJU2	GSONMT00071998001
A0A060W2P1	GSONMT00078556001
A0A060Z385	GSONMT00004694001
A0A1S3P435	LOC106583101
A0A1S3PWX4	LOC106587651
A0A1S3M7B3	LOC106570827
A0A060WXB6	PLA2G12B
A0A060YG41	LOC110502557
A0A1S2X4Y1	ufm1
A0A060Z3S4	GSONMT00037698001
A0A1S3P4X5	LOC106583219
A0A061AFR1	GSONMT00034107001
B5DG07	vdac3
Q6R758	fabp3
B9ENR6	S22BB
A0A060XG80	GSONMT00052888001
A0A1S3SNZ4	kcrt
A0A1S3N2C4	nt5c2
A0A1S3Q7G1	LOC106589949
A0A1S3SDV0	LOC106608863
B5DGK9	rps20
A0A060WFE2	GSONMT00074466001
A0A060X515	LOC110537981
A0A1S3MTZ0	tpp2
A0A1S3PTA7	LOC106587244
A0A060WR19	GSONMT00002118001
B5X7J4	RL3
B5X283	ERH
A0A1S3SRV9	exoc7
A0A060XPS1	GSONMT00053183001
A0A060Y7H2	LOC110520383
B5XEA8	DHPR
A0A060YHG0	LOC110523596
A0A1S3MT56	poglut1
A0A060Z1E1	GSONMT00055081001
A0A060Z269	GSONMT00015446001
A0A1S3NIP4	ssr1
A0A1S3L1F9	LOC106563593
M4V2F4	rs26
B5X445	RB11B
A0A1S3N5W4	LOC106577279
A0A1S3MJ22	LOC106573003
A0A060WVU4	GSONMT00057059001
A0A1S3QEM8	LOC106591704
A0A060Y7K2	GSONMT00026828001
A0A060VWF6	GSONMT00079314001
B5X4J6	SH3L3
A0A060X2I9	GSONMT00023242001
C0H8G6	KHK
A0A1S3M7V3	LOC106571109
A0A060W263	LOC110500234
C1BF63	DAD1
A0A060XZA9	LOC110504740
A0A060XBV3	GSONMT00038464001
A0A060WEA8	GSONMT00073030001
A0A1S3M8P9	LOC106571265
A0A060YR59	GSONMT00036648001
A0A060Y019	LOC110534313
A0A1S3LHJ2	LOC106566464
A0A1S3KWA4	LOC106562504
A0A060WNN1	GSONMT00029950001
B3TDD3	Cdk5rap3
A0A1S3KIN7	LOC106560260
A0A1S3NQV6	hnrnpl
A0A1S3M448	LOC106570207
A0A060XGW7	GSONMT00024760001
A0A060W173	LOC110507750
A0A060XPF8	GSONMT00053186001
A0A1S3T5B7	LOC106613741
Q68YC2	GSONMT00079168001
A0A060W2C6	GSONMT00065246001
B5X3H7	TBB3
B5X7Q3	NDUA6
A0A1S3M216	LOC106569808
A0A1S3PEZ0	LOC106584990
A0A060WLV6	GSONMT00047226001
C1BFZ3	FKB1A
A0A060WLY6	GSONMT00041026001
A0A1S3QF01	LOC106591834
A0A1S3SN50	rpap1
A0A060VU01	GSONMT00077465001
A0A1S3NFZ2	acsl5
A0A060WI81	GSONMT00072330001
A7KII5	PSMB10
A0A060YVX0	LOC110491038
A0A1S3SXR5	arcn1
A0A1S3MSD3	LOC106574351
M4V3K3	cof2
A0A060XRN8	GSONMT00049485001
A0A1S3PXC0	LOC106588135
A0A060X344	GSONMT00038674001
A0A1S3QCY2	LOC106591149
B5X5F3	OBTP
A0A060YQ51	as3mt
A0A1S3RNK1	slc25a21
A0A060WJV3	LOC110489812
B5X336	DERL1
A0A060YRD0	HAAO
A0A1S3KUB2	LOC106562120
A0A060WCU7	GSONMT00068446001
A0A1S3KPY1	dynlrb2
A0A060YRZ5	GSONMT00023210001
C0H935	ACOX3
A0A1S3PXS8	LOC106588225
A0A1S3L0R0	fabp1
A0A1S3PVI6	LOC106587654
A0A1S3KKE9	LOC106560588
A0A060WVY7	GSONMT00038845001
A0A1S3N308	LOC106576878
A0A1S3RBD1	scfd1
A0A060YMC9	GSONMT00030206001
A0A1S3NVB1	LOC106581673
A0A060VXB1	LOC110508591
A0A060WGJ8	GSONMT00069557001
A0A060XCY9	GSONMT00062622001
A0A060YE88	GSONMT00040213001
A0A060WTE4	LOC110525737
A0A060WFW0	GSONMT00074499001
A0A1S3QHD2	LOC106592595
A0A1S3N828	LOC100380740
A0A060X969	GSONMT00057621001
B5XBD8	TESC
B5X4P4	CATB
A0A1S3N281	LOC106576747
A0A1S3RZ07	LOC106605696
A0A060Z212	GSONMT00063255001
A0A060WVF8	GSONMT00017467001
A0A060YNM1	GSONMT00035935001
A0A060WX26	LOC110488261
A0A1S3MIE0	ubr4
A0A060Z5F2	GSONMT00061411001
A0A060WG75	GSONMT00069394001
A0A060Y8W2	GSONMT00036318001
A0A1S3LGN2	LOC106566299
A0A1S3SKV5	LOC106610252
B5X208	SNX9
A0A060VQI2	GSONMT00068393001
B5XC25	COF2
C0HBE8	CSN4
A0A1S3STF6	tbb2c
A0A060XCI5	GSONMT00014597001
A0A1S3QIK1	LOC106593005
A0A1S3RIB8	LOC106603157
B5DGH5	rpl34
C0HAS6	ADX
B9EMV2	ARC1A
A0A060WMU5	LOC110536147
C0H8W2	ATG7
A0A060Y8R5	GSONMT00018464001
A0A060Y573	LOC110501995
A0A060Y5J8	GSONMT00016567001
A0A1S3NCX5	LOC106578546
A0A1S3KWY5	LOC106562714
A0A060XUV9	GSONMT00033988001
C1BF03	ATPO
A0A060W547	GSONMT00081682001
A0A1S3KRS4	ak3
A0A060Y1L0	LOC110535242
A0A1S3R9T6	f10a1
A0A060Y4D1	GSONMT00061769001
A0A060YHJ6	GSONMT00002377001
A0A060X5S0	KYNU
A0A060WJ58	GSONMT00006122001
A0A1S3NWI6	vil1
A0A060XLD2	GSONMT00010628001
A0A060WA10	NPC1L1
A0A060XBK0	LOC110502667
A0A060VM58	GSONMT00064168001
B5X1U5	TPM1
A0A060X045	LOC110521734
A0A1S3QIU5	LOC106593147
B5X8C1	ADT2
A0A1S3SBM4	LOC106608361
A0A1S3QUS4	fubp1
A0A060Y8P1	GSONMT00011369001
A0A1S3MS47	LOC106574515
A0A060XAK8	cpt2
B5X0U5	TBB5
A0A060VQ06	GSONMT00067786001
A0A060XIR8	LOC110521421
A0A1S3MQV0	LOC106574251
A0A060W2P7	LOC110527949
A0A060XI76	LOC110494515
A0A060XZH7	GSONMT00041136001
Q7ZZV7	tspo
A0A060WQQ3	GSONMT00005820001
A0A060XVH7	GSONMT00032668001
A0A060X116	GSONMT00046302001
A0A1S3MYU1	LOC106575987
A0A1S3P642	LOC106583425
A0A060Y6W1	LOC110494817
A0A060WJR1	GSONMT00073388001
A0A1S3L040	LOC106563307
A0A1S3SS35	LOC106611459
A0A1S3LG66	LOC106566378
A0A060X623	qars1
A0A060XWB3	GSONMT00059668001
A0A1S3SJB3	LOC106609911
A0A060XK24	TOM1
A0A060XTV2	atp5f1a
A0A1S3N5L8	LOC106577270
K8DW80	bco2
B5DG36	psmc2
A0A060YZ74	GSONMT00036452001
A0A1S3M2W3	LOC106570093
A0A060Z694	GSONMT00007579001
A0A1S3KVF2	LOC106562318
A0A1S3MXQ7	LOC106575829
A0A1S3PI16	LOC106585500
A0A060VPT8	GSONMT00066460001
A0A060XJR6	GSONMT00022900001
A0A1S3QEN5	LOC106591200
A0A1S3NPA5	LOC106580576
A0A1S3NCB3	LOC106578586
B5X489	NDRG1
A0A060XMQ9	GSONMT00037918001
A0A060YK09	GSONMT00016045001
B5X0Y6	ABCF2
A0A060WFA5	LOC110532558
B5X3Q6	RL4A
A0A060XH18	GSONMT00010086001
B5X401	IF5
C0HAU4	AN32E
A0A1S3QJQ8	LOC106593421
A0A060XCG9	nit2
C0HAB5	CAN1
A0A060W3W0	GSONMT00080886001
B5DGH2	rps10
A0A060ZXZ7	GSONMT00038020001
A0A060WCS3	GSONMT00071929001
A0A060X6I9	mmut
B5X2J2	CAD17
A0A060XIH9	LOC110523600
C0HAC7	PRS4
A0A060YU50	GSONMT00052017001
A0A060XEV9	GSONMT00006329001
A0A060XLR3	GSONMT00057775001
A0A060WYN8	GSONMT00020649001
A0A060Z821	GSONMT00002902001
A0A1S3NKD2	ppp1cc
B9EMV4	IF5A1
A0A1S3PDF6	LOC106584661
A0A060XKV8	GSONMT00033603001
B5DG97	rpl32
B5X913	NDUA9
A0A060YXP4	GSONMT00047276001
A0A1S3RB92	LOC106601792
A0A1S3LZI6	LOC106569430
B5X6N2	CYB5
A0A1S3RC81	LOC106602046
K8DWG7	bcmo1
A0A1S3S1V4	LOC106606602
B5X218	NOL5
A0A060WES9	rnpep
A0A060WHH2	GSONMT00070275001
A0A060W6D8	siae
B5X9W9	NH2L1
B5DGW0	LOC100194650
B5X3T2	ELAV1
B5X6K3	AN32A
A0A060W9P2	GSONMT00066225001
A0A060WDS8	GSONMT00067624001
A0A060Y4K2	GSONMT00024811001
A0A060VNW3	LOC110528021
A0A060XXB4	GSONMT00046254001
B5XB98	MOSC1
A0A060XUW4	GSONMT00054695001
A0A1S3P9U5	LOC106584062
C0HBN6	TMOD3
A0A060XY84	GSONMT00023540001
A0A1S3RH22	snx12
A0A1S3S1L1	LOC106606442
A0A060Y3K6	GSONMT00019095001
